from_issue_key,to_issue_key,link_type,raw_link_type,direction
ZOOKEEPER-1202,ZOOKEEPER-126,incorporates,Incorporates,outward
ZOOKEEPER-1201,ZOOKEEPER-1195,incorporates,Incorporates,outward
ZOOKEEPER-1197,ZOOKEEPER-805,relates to,Reference,outward
ZOOKEEPER-1197,ZOOKEEPER-1346,relates to,Reference,outward
ZOOKEEPER-1195,ZOOKEEPER-1196,is related to,Reference,inward
ZOOKEEPER-1201,ZOOKEEPER-1195,is part of,Incorporates,inward
ZOOKEEPER-1195,ZOOKEEPER-1196,relates to,Reference,outward
ZOOKEEPER-1195,ZOOKEEPER-938,depends upon,dependent,outward
ZOOKEEPER-1270,ZOOKEEPER-1194,is part of,Incorporates,inward
ZOOKEEPER-1193,ZOOKEEPER-2157,relates to,Reference,outward
ZOOKEEPER-999,ZOOKEEPER-1190,is related to,Reference,inward
ZOOKEEPER-1186,ZOOKEEPER-1100,duplicates,Duplicate,outward
ZOOKEEPER-1185,ZOOKEEPER-938,depends upon,dependent,outward
ZOOKEEPER-1205,ZOOKEEPER-1181,is related to,Reference,inward
ZOOKEEPER-1181,ZOOKEEPER-938,depends upon,dependent,outward
ZOOKEEPER-1833,ZOOKEEPER-1179,is related to,Reference,inward
ZOOKEEPER-1839,ZOOKEEPER-1179,is related to,Reference,inward
ZOOKEEPER-1178,HIVE-2739,relates to,Reference,outward
ZOOKEEPER-1205,ZOOKEEPER-1174,is related to,Reference,inward
ZOOKEEPER-1174,ZOOKEEPER-1271,breaks,Regression,outward
ZOOKEEPER-1173,ZOOKEEPER-1035,relates to,Reference,outward
ZOOKEEPER-1173,ZOOKEEPER-1055,relates to,Reference,outward
ZOOKEEPER-1173,ZOOKEEPER-33,relates to,Reference,outward
ZOOKEEPER-1164,ZOOKEEPER-823,depends upon,dependent,outward
ZOOKEEPER-1162,HBASE-14938,blocks,Blocker,outward
ZOOKEEPER-4332,ZOOKEEPER-1162,is duplicated by,Duplicate,inward
ZOOKEEPER-1162,ZOOKEEPER-4314,relates to,Reference,outward
ZOOKEEPER-2260,ZOOKEEPER-1162,is related to,Reference,inward
ZOOKEEPER-1162,HBASE-4246,breaks,Regression,outward
ZOOKEEPER-1162,ZOOKEEPER-706,breaks,Regression,outward
ZOOKEEPER-1159,HBASE-4235,blocks,Blocker,outward
ZOOKEEPER-1147,ZOOKEEPER-1851,relates to,Reference,outward
ZOOKEEPER-1147,HBASE-5843,relates to,Reference,outward
ZOOKEEPER-1147,ZOOKEEPER-1648,depends upon,dependent,outward
ZOOKEEPER-1787,ZOOKEEPER-1147,is depended upon by,dependent,inward
ZOOKEEPER-1607,ZOOKEEPER-1147,is depended upon by,dependent,inward
ZOOKEEPER-1145,ZOOKEEPER-1144,relates to,Reference,outward
ZOOKEEPER-1125,ZOOKEEPER-1144,is related to,Reference,inward
ZOOKEEPER-1145,ZOOKEEPER-1144,is related to,Reference,inward
ZOOKEEPER-1135,ZOOKEEPER-635,depends upon,dependent,outward
ZOOKEEPER-1125,ZOOKEEPER-1055,blocks,Blocker,outward
ZOOKEEPER-1125,ZOOKEEPER-1144,relates to,Reference,outward
ZOOKEEPER-1124,ZOOKEEPER-965,relates to,Reference,outward
ZOOKEEPER-1115,ZOOKEEPER-1548,relates to,Reference,outward
ZOOKEEPER-107,ZOOKEEPER-1113,Is contained by,Container,inward
ZOOKEEPER-938,ZOOKEEPER-1112,is blocked by,Blocker,inward
ZOOKEEPER-1111,BOOKKEEPER-30,relates to,Reference,outward
ZOOKEEPER-121,ZOOKEEPER-1109,is related to,Reference,inward
ZOOKEEPER-323,ZOOKEEPER-1107,is superceded by,Supercedes,inward
ZOOKEEPER-3645,ZOOKEEPER-1105,is duplicated by,Duplicate,inward
ZOOKEEPER-1104,ZOOKEEPER-1103,is a clone of,Cloners,outward
ZOOKEEPER-1104,ZOOKEEPER-1103,is cloned by,Cloners,inward
ZOOKEEPER-1186,ZOOKEEPER-1100,is duplicated by,Duplicate,inward
ZOOKEEPER-1711,ZOOKEEPER-1096,is duplicated by,Duplicate,inward
ZOOKEEPER-1080,ZOOKEEPER-1095,is duplicated by,Duplicate,inward
ZOOKEEPER-1095,HDFS-1973,relates to,Reference,outward
ZOOKEEPER-1285,ZOOKEEPER-1092,is superceded by,Supercedes,inward
ZOOKEEPER-1086,BOOKKEEPER-20,blocks,Blocker,outward
ZOOKEEPER-1085,ZOOKEEPER-224,is a clone of,Cloners,outward
ZOOKEEPER-1080,HIVE-2254,blocks,Blocker,outward
ZOOKEEPER-1080,HDFS-2124,blocks,Blocker,outward
ZOOKEEPER-1080,MAPREDUCE-2648,blocks,Blocker,outward
ZOOKEEPER-1080,ZOOKEEPER-1095,duplicates,Duplicate,outward
ZOOKEEPER-1080,HDFS-1973,relates to,Reference,outward
ZOOKEEPER-1078,ZOOKEEPER-2158,duplicates,Duplicate,outward
ZOOKEEPER-1078,ZOOKEEPER-3021,duplicates,Duplicate,outward
ZOOKEEPER-1078,ZOOKEEPER-2460,relates to,Reference,outward
ZOOKEEPER-1078,ZOOKEEPER-1334,relates to,Reference,outward
ZOOKEEPER-1078,ZOOKEEPER-899,relates to,Reference,outward
ZOOKEEPER-103,ZOOKEEPER-1078,is related to,Reference,inward
ZOOKEEPER-3021,ZOOKEEPER-1078,is related to,Reference,inward
ZOOKEEPER-96,ZOOKEEPER-1078,is broken by,Regression,inward
ZOOKEEPER-1742,ZOOKEEPER-1077,is related to,Reference,inward
ZOOKEEPER-1030,ZOOKEEPER-1073,is related to,Reference,inward
ZOOKEEPER-1072,ZOOKEEPER-575,depends upon,dependent,outward
ZOOKEEPER-1069,ZOOKEEPER-1060,duplicates,Duplicate,outward
ZOOKEEPER-1572,ZOOKEEPER-1066,is related to,Reference,inward
HBASE-7022,ZOOKEEPER-1066,is depended upon by,dependent,inward
ZOOKEEPER-999,ZOOKEEPER-1064,is related to,Reference,inward
ZOOKEEPER-1069,ZOOKEEPER-1060,is duplicated by,Duplicate,inward
ZOOKEEPER-1125,ZOOKEEPER-1055,is blocked by,Blocker,inward
ZOOKEEPER-1173,ZOOKEEPER-1055,is related to,Reference,inward
ZOOKEEPER-1049,ZOOKEEPER-1238,relates to,Reference,outward
ZOOKEEPER-938,ZOOKEEPER-1045,is blocked by,Blocker,inward
ZOOKEEPER-1045,ZOOKEEPER-2433,contains,Container,outward
ZOOKEEPER-1045,ZOOKEEPER-2639,relates to,Reference,outward
ZOOKEEPER-2759,ZOOKEEPER-1045,is related to,Reference,inward
ZOOKEEPER-2689,ZOOKEEPER-1045,is related to,Reference,inward
ZOOKEEPER-2712,ZOOKEEPER-1045,is related to,Reference,inward
ZOOKEEPER-107,ZOOKEEPER-1045,is related to,Reference,inward
ZOOKEEPER-2479,ZOOKEEPER-1045,is related to,Reference,inward
ZOOKEEPER-2650,ZOOKEEPER-1045,is related to,Reference,inward
ZOOKEEPER-107,ZOOKEEPER-1044,Is contained by,Container,inward
ZOOKEEPER-1173,ZOOKEEPER-1035,is related to,Reference,inward
ZOOKEEPER-1033,ZOOKEEPER-494,duplicates,Duplicate,outward
ZOOKEEPER-1030,ZOOKEEPER-1073,relates to,Reference,outward
ZOOKEEPER-1029,ZOOKEEPER-2443,breaks,Regression,outward
ZOOKEEPER-1027,ZOOKEEPER-995,duplicates,Duplicate,outward
ZOOKEEPER-2282,ZOOKEEPER-1027,is related to,Reference,inward
ZOOKEEPER-997,ZOOKEEPER-1025,is duplicated by,Duplicate,inward
ZOOKEEPER-1022,ZOOKEEPER-423,relates to,Reference,outward
ZOOKEEPER-989,ZOOKEEPER-1018,is related to,Reference,inward
ZOOKEEPER-1014,ZOOKEEPER-1015,is duplicated by,Duplicate,inward
ZOOKEEPER-1014,ZOOKEEPER-1015,duplicates,Duplicate,outward
ZOOKEEPER-1376,ZOOKEEPER-1012,is depended upon by,dependent,inward
ZOOKEEPER-1003,ZOOKEEPER-233,duplicates,Duplicate,outward
ZOOKEEPER-1000,ZOOKEEPER-236,depends upon,dependent,outward
ZOOKEEPER-999,ZOOKEEPER-1064,relates to,Reference,outward
ZOOKEEPER-999,ZOOKEEPER-1190,relates to,Reference,outward
HADOOP-6255,ZOOKEEPER-999,is related to,Reference,inward
ZOOKEEPER-997,ZOOKEEPER-1025,duplicates,Duplicate,outward
ZOOKEEPER-1027,ZOOKEEPER-995,is duplicated by,Duplicate,inward
ZOOKEEPER-991,ZOOKEEPER-933,duplicates,Duplicate,outward
ZOOKEEPER-989,ZOOKEEPER-1018,relates to,Reference,outward
ZOOKEEPER-2170,ZOOKEEPER-980,is related to,Reference,inward
HADOOP-7092,ZOOKEEPER-976,is related to,Reference,inward
ZOOKEEPER-965,ZOOKEEPER-911,relates to,Reference,outward
ZOOKEEPER-1124,ZOOKEEPER-965,is related to,Reference,inward
ZOOKEEPER-963,ZOOKEEPER-925,relates to,Reference,outward
ZOOKEEPER-919,ZOOKEEPER-962,is related to,Reference,inward
ZOOKEEPER-961,ZOOKEEPER-838,relates to,Reference,outward
ZOOKEEPER-954,ZOOKEEPER-794,relates to,Reference,outward
ZOOKEEPER-953,ZOOKEEPER-941,relates to,Reference,outward
ZOOKEEPER-953,ZOOKEEPER-941,is related to,Reference,inward
ZOOKEEPER-880,ZOOKEEPER-939,is related to,Reference,inward
ZOOKEEPER-938,ZOOKEEPER-1045,blocks,Blocker,outward
ZOOKEEPER-938,ZOOKEEPER-1112,blocks,Blocker,outward
ZOOKEEPER-938,ZOOKEEPER-1437,relates to,Reference,outward
ZOOKEEPER-938,ZOOKEEPER-1420,relates to,Reference,outward
ZOOKEEPER-938,HIVE-2467,relates to,Reference,outward
ZOOKEEPER-938,ZOOKEEPER-896,relates to,Reference,outward
ZOOKEEPER-1920,ZOOKEEPER-938,is related to,Reference,inward
ZOOKEEPER-1236,ZOOKEEPER-938,is related to,Reference,inward
HADOOP-4487,ZOOKEEPER-938,is related to,Reference,inward
ZOOKEEPER-1422,ZOOKEEPER-938,is related to,Reference,inward
HBASE-2418,ZOOKEEPER-938,is related to,Reference,inward
ZOOKEEPER-938,ZOOKEEPER-329,requires,Required,outward
HBASE-3025,ZOOKEEPER-938,is depended upon by,dependent,inward
ZOOKEEPER-1373,ZOOKEEPER-938,is depended upon by,dependent,inward
ZOOKEEPER-1181,ZOOKEEPER-938,is depended upon by,dependent,inward
ZOOKEEPER-1185,ZOOKEEPER-938,is depended upon by,dependent,inward
ZOOKEEPER-1195,ZOOKEEPER-938,is depended upon by,dependent,inward
GIRAPH-265,ZOOKEEPER-938,is depended upon by,dependent,inward
ZOOKEEPER-1469,ZOOKEEPER-938,is depended upon by,dependent,inward
ZOOKEEPER-883,ZOOKEEPER-934,is related to,Reference,inward
ZOOKEEPER-880,ZOOKEEPER-934,is related to,Reference,inward
ZOOKEEPER-991,ZOOKEEPER-933,is duplicated by,Duplicate,inward
ZOOKEEPER-925,BIGTOP-65,relates to,Reference,outward
ZOOKEEPER-925,HADOOP-7069,relates to,Reference,outward
ZOOKEEPER-963,ZOOKEEPER-925,is related to,Reference,inward
AVRO-319,ZOOKEEPER-925,is related to,Reference,inward
INFRA-3228,ZOOKEEPER-925,is related to,Reference,inward
ZOOKEEPER-924,ZOOKEEPER-923,is a clone of,Cloners,outward
ZOOKEEPER-924,ZOOKEEPER-923,is cloned by,Cloners,inward
ZOOKEEPER-922,HBASE-5843,relates to,Reference,outward
ZOOKEEPER-919,ZOOKEEPER-962,relates to,Reference,outward
ZOOKEEPER-915,ZOOKEEPER-907,blocks,Blocker,outward
ZOOKEEPER-965,ZOOKEEPER-911,is related to,Reference,inward
ZOOKEEPER-911,ZOOKEEPER-837,depends upon,dependent,outward
ZOOKEEPER-915,ZOOKEEPER-907,is blocked by,Blocker,inward
ZOOKEEPER-900,ZOOKEEPER-902,is part of,Incorporates,inward
ZOOKEEPER-901,ZOOKEEPER-2080,blocks,Blocker,outward
ZOOKEEPER-901,ZOOKEEPER-900,relates to,Reference,outward
ZOOKEEPER-900,ZOOKEEPER-902,incorporates,Incorporates,outward
ZOOKEEPER-1678,ZOOKEEPER-900,is related to,Reference,inward
ZOOKEEPER-901,ZOOKEEPER-900,is related to,Reference,inward
ZOOKEEPER-2164,ZOOKEEPER-900,is required by,Required,inward
ZOOKEEPER-1078,ZOOKEEPER-899,is related to,Reference,inward
ZOOKEEPER-938,ZOOKEEPER-896,is related to,Reference,inward
ZOOKEEPER-895,ZOOKEEPER-823,blocks,Blocker,outward
ZOOKEEPER-427,ZOOKEEPER-893,is related to,Reference,inward
ZOOKEEPER-890,ZOOKEEPER-888,duplicates,Duplicate,outward
ZOOKEEPER-888,ZOOKEEPER-740,duplicates,Duplicate,outward
ZOOKEEPER-890,ZOOKEEPER-888,is duplicated by,Duplicate,inward
ZOOKEEPER-883,ZOOKEEPER-934,relates to,Reference,outward
ZOOKEEPER-883,ZOOKEEPER-880,relates to,Reference,outward
ZOOKEEPER-880,ZOOKEEPER-934,relates to,Reference,outward
ZOOKEEPER-880,ZOOKEEPER-939,relates to,Reference,outward
ZOOKEEPER-883,ZOOKEEPER-880,is related to,Reference,inward
ZOOKEEPER-1413,ZOOKEEPER-876,Is contained by,Container,inward
ZOOKEEPER-876,ZOOKEEPER-874,depends upon,dependent,outward
ZOOKEEPER-876,ZOOKEEPER-874,is depended upon by,dependent,inward
ZOOKEEPER-873,ZOOKEEPER-869,incorporates,Incorporates,outward
ZOOKEEPER-873,ZOOKEEPER-869,is part of,Incorporates,inward
ZOOKEEPER-866,ZOOKEEPER-1777,relates to,Reference,outward
ZOOKEEPER-865,ZOOKEEPER-863,blocks,Blocker,outward
ZOOKEEPER-865,ZOOKEEPER-863,is blocked by,Blocker,inward
ZOOKEEPER-850,SOLR-2369,blocks,Blocker,outward
ZOOKEEPER-850,ZOOKEEPER-1371,relates to,Reference,outward
ZOOKEEPER-850,ZOOKEEPER-3737,relates to,Reference,outward
ZOOKEEPER-616,ZOOKEEPER-849,is blocked by,Blocker,inward
ZOOKEEPER-849,ZOOKEEPER-324,relates to,Reference,outward
ZOOKEEPER-12,ZOOKEEPER-849,is depended upon by,dependent,inward
ZOOKEEPER-846,ZOOKEEPER-126,relates to,Reference,outward
HBASE-2966,ZOOKEEPER-846,is related to,Reference,inward
ZOOKEEPER-2140,ZOOKEEPER-845,is duplicated by,Duplicate,inward
ZOOKEEPER-733,ZOOKEEPER-845,is related to,Reference,inward
ZOOKEEPER-14,ZOOKEEPER-843,is blocked by,Blocker,inward
ZOOKEEPER-961,ZOOKEEPER-838,is related to,Reference,inward
ZOOKEEPER-837,ZOOKEEPER-666,is a clone of,Cloners,outward
ZOOKEEPER-911,ZOOKEEPER-837,is depended upon by,dependent,inward
ZOOKEEPER-762,ZOOKEEPER-836,is blocked by,Blocker,inward
ZOOKEEPER-338,ZOOKEEPER-836,is related to,Reference,inward
ZOOKEEPER-781,ZOOKEEPER-836,is related to,Reference,inward
ZOOKEEPER-146,ZOOKEEPER-836,is related to,Reference,inward
ZOOKEEPER-277,ZOOKEEPER-835,is blocked by,Blocker,inward
ZOOKEEPER-835,ZOOKEEPER-22,incorporates,Incorporates,outward
ZOOKEEPER-835,ZOOKEEPER-666,relates to,Reference,outward
ZOOKEEPER-835,ZOOKEEPER-794,relates to,Reference,outward
ZOOKEEPER-835,ZOOKEEPER-823,relates to,Reference,outward
ZOOKEEPER-723,ZOOKEEPER-834,is related to,Reference,inward
ZOOKEEPER-2163,ZOOKEEPER-834,is superceded by,Supercedes,inward
ZOOKEEPER-1777,ZOOKEEPER-832,is related to,Reference,inward
BOOKKEEPER-4,ZOOKEEPER-831,is depended upon by,dependent,inward
ZOOKEEPER-829,ZOOKEEPER-1587,relates to,Reference,outward
HBASE-1316,ZOOKEEPER-829,is depended upon by,dependent,inward
ZOOKEEPER-827,ZOOKEEPER-2178,breaks,Regression,outward
ZOOKEEPER-895,ZOOKEEPER-823,is blocked by,Blocker,inward
ZOOKEEPER-702,ZOOKEEPER-823,is blocked by,Blocker,inward
ZOOKEEPER-835,ZOOKEEPER-823,is related to,Reference,inward
GIRAPH-211,ZOOKEEPER-823,is related to,Reference,inward
ZOOKEEPER-733,ZOOKEEPER-823,is related to,Reference,inward
ZOOKEEPER-1681,ZOOKEEPER-823,is related to,Reference,inward
ZOOKEEPER-1164,ZOOKEEPER-823,is depended upon by,dependent,inward
ZOOKEEPER-2090,ZOOKEEPER-815,is part of,Incorporates,inward
ZOOKEEPER-813,ZOOKEEPER-787,duplicates,Duplicate,outward
ZOOKEEPER-808,ZOOKEEPER-809,is required by,Required,inward
ZOOKEEPER-701,ZOOKEEPER-809,is required by,Required,inward
ZOOKEEPER-808,ZOOKEEPER-809,requires,Required,outward
ZOOKEEPER-701,ZOOKEEPER-808,is required by,Required,inward
ZOOKEEPER-1197,ZOOKEEPER-805,is related to,Reference,inward
ZOOKEEPER-737,ZOOKEEPER-805,is related to,Reference,inward
ZOOKEEPER-707,ZOOKEEPER-804,is duplicated by,Duplicate,inward
ZOOKEEPER-803,ZOOKEEPER-801,relates to,Reference,outward
ZOOKEEPER-803,ZOOKEEPER-801,is related to,Reference,inward
ZOOKEEPER-517,ZOOKEEPER-801,is related to,Reference,inward
ZOOKEEPER-799,ZOOKEEPER-744,requires,Required,outward
ZOOKEEPER-701,ZOOKEEPER-799,is required by,Required,inward
DOSGI-191,ZOOKEEPER-795,is related to,Reference,inward
ZOOKEEPER-954,ZOOKEEPER-794,is related to,Reference,inward
ZOOKEEPER-835,ZOOKEEPER-794,is related to,Reference,inward
ZOOKEEPER-790,ZOOKEEPER-335,relates to,Reference,outward
ZOOKEEPER-813,ZOOKEEPER-787,is duplicated by,Duplicate,inward
ZOOKEEPER-1349,ZOOKEEPER-784,is duplicated by,Duplicate,inward
ZOOKEEPER-781,ZOOKEEPER-836,relates to,Reference,outward
ZOOKEEPER-779,ZOOKEEPER-781,is related to,Reference,inward
ZOOKEEPER-779,ZOOKEEPER-781,relates to,Reference,outward
ZOOKEEPER-770,MESOS-4648,blocks,Blocker,outward
MESOS-4157,ZOOKEEPER-770,is related to,Reference,inward
ZOOKEEPER-769,ZOOKEEPER-704,relates to,Reference,outward
ZOOKEEPER-707,ZOOKEEPER-768,is duplicated by,Duplicate,inward
ZOOKEEPER-395,ZOOKEEPER-765,is related to,Reference,inward
ZOOKEEPER-690,ZOOKEEPER-764,is related to,Reference,inward
ZOOKEEPER-762,ZOOKEEPER-836,blocks,Blocker,outward
ZOOKEEPER-1355,ZOOKEEPER-762,is related to,Reference,inward
ZOOKEEPER-761,ZOOKEEPER-2640,relates to,Reference,outward
ZOOKEEPER-751,ZOOKEEPER-752,is duplicated by,Duplicate,inward
ZOOKEEPER-751,ZOOKEEPER-752,duplicates,Duplicate,outward
ZOOKEEPER-749,ZOOKEEPER-750,is part of,Incorporates,inward
ZOOKEEPER-749,ZOOKEEPER-750,incorporates,Incorporates,outward
ZOOKEEPER-425,ZOOKEEPER-749,is related to,Reference,inward
ZOOKEEPER-744,ZOOKEEPER-613,relates to,Reference,outward
ZOOKEEPER-799,ZOOKEEPER-744,is required by,Required,inward
ZOOKEEPER-701,ZOOKEEPER-744,is required by,Required,inward
ZOOKEEPER-631,ZOOKEEPER-742,is blocked by,Blocker,inward
ZOOKEEPER-740,ZOOKEEPER-670,duplicates,Duplicate,outward
ZOOKEEPER-888,ZOOKEEPER-740,is duplicated by,Duplicate,inward
ZOOKEEPER-740,ZOOKEEPER-631,relates to,Reference,outward
ZOOKEEPER-737,ZOOKEEPER-805,relates to,Reference,outward
ZOOKEEPER-737,ZOOKEEPER-1346,relates to,Reference,outward
ZOOKEEPER-733,ZOOKEEPER-2737,relates to,Reference,outward
ZOOKEEPER-733,ZOOKEEPER-823,relates to,Reference,outward
ZOOKEEPER-733,ZOOKEEPER-845,relates to,Reference,outward
AVRO-405,ZOOKEEPER-733,is related to,Reference,inward
ZOOKEEPER-729,ZOOKEEPER-730,is related to,Reference,inward
ZOOKEEPER-729,ZOOKEEPER-730,relates to,Reference,outward
ZOOKEEPER-1326,ZOOKEEPER-729,is superceded by,Supercedes,inward
ZOOKEEPER-724,ZOOKEEPER-725,is related to,Reference,inward
ZOOKEEPER-724,HADOOP-6666,relates to,Reference,outward
ZOOKEEPER-724,ZOOKEEPER-725,relates to,Reference,outward
ZOOKEEPER-723,ZOOKEEPER-2163,duplicates,Duplicate,outward
ZOOKEEPER-723,ZOOKEEPER-834,relates to,Reference,outward
ZOOKEEPER-2163,ZOOKEEPER-723,is superceded by,Supercedes,inward
ZOOKEEPER-715,ZOOKEEPER-713,relates to,Reference,outward
ZOOKEEPER-714,ZOOKEEPER-713,relates to,Reference,outward
ZOOKEEPER-714,ZOOKEEPER-713,is related to,Reference,inward
ZOOKEEPER-715,ZOOKEEPER-713,is related to,Reference,inward
BOOKKEEPER-2,ZOOKEEPER-712,is related to,Reference,inward
ZOOKEEPER-707,ZOOKEEPER-768,duplicates,Duplicate,outward
ZOOKEEPER-707,ZOOKEEPER-804,duplicates,Duplicate,outward
ZOOKEEPER-1644,ZOOKEEPER-706,is related to,Reference,inward
ZOOKEEPER-1162,ZOOKEEPER-706,is broken by,Regression,inward
ZOOKEEPER-704,REEF-1291,Dependent,Dependent,outward
ZOOKEEPER-704,SPARK-2876,Dependent,Dependent,outward
ZOOKEEPER-704,HBASE-2531,Dependent,Dependent,outward
ZOOKEEPER-704,DRILL-4387,Dependent,Dependent,outward
ZOOKEEPER-704,QPID-6275,Dependent,Dependent,outward
ZOOKEEPER-704,DRILL-4530,Dependent,Dependent,outward
ZOOKEEPER-704,HADOOP-10561,Dependent,Dependent,outward
ZOOKEEPER-704,HDFS-3259,Dependent,Dependent,outward
ZOOKEEPER-769,ZOOKEEPER-704,is related to,Reference,inward
ZOOKEEPER-702,ZOOKEEPER-823,blocks,Blocker,outward
ZOOKEEPER-702,HDFS-779,relates to,Reference,outward
ZOOKEEPER-702,HBASE-5843,relates to,Reference,outward
ZOOKEEPER-701,ZOOKEEPER-744,requires,Required,outward
ZOOKEEPER-701,ZOOKEEPER-799,requires,Required,outward
ZOOKEEPER-701,ZOOKEEPER-808,requires,Required,outward
ZOOKEEPER-701,ZOOKEEPER-809,requires,Required,outward
ZOOKEEPER-695,ZOOKEEPER-684,relates to,Reference,outward
ZOOKEEPER-690,ZOOKEEPER-764,relates to,Reference,outward
ZOOKEEPER-685,ZOOKEEPER-622,relates to,Reference,outward
ZOOKEEPER-695,ZOOKEEPER-684,is related to,Reference,inward
ZOOKEEPER-418,ZOOKEEPER-678,is related to,Reference,inward
ZOOKEEPER-677,ZOOKEEPER-676,blocks,Blocker,outward
ZOOKEEPER-677,ZOOKEEPER-676,is blocked by,Blocker,inward
ZOOKEEPER-674,ZOOKEEPER-586,relates to,Reference,outward
ZOOKEEPER-2090,ZOOKEEPER-671,is part of,Incorporates,inward
ZOOKEEPER-740,ZOOKEEPER-670,is duplicated by,Duplicate,inward
ZOOKEEPER-635,ZOOKEEPER-667,is part of,Incorporates,inward
ZOOKEEPER-837,ZOOKEEPER-666,is cloned by,Cloners,inward
ZOOKEEPER-835,ZOOKEEPER-666,is related to,Reference,inward
ZOOKEEPER-22,ZOOKEEPER-660,is required by,Required,inward
ZOOKEEPER-658,ZOOKEEPER-152,relates to,Reference,outward
ZOOKEEPER-569,ZOOKEEPER-653,is blocked by,Blocker,inward
ZOOKEEPER-652,ZOOKEEPER-233,duplicates,Duplicate,outward
ZOOKEEPER-3221,ZOOKEEPER-645,Blocked,Blocked,inward
ZOOKEEPER-635,ZOOKEEPER-667,incorporates,Incorporates,outward
ZOOKEEPER-1135,ZOOKEEPER-635,is depended upon by,dependent,inward
ZOOKEEPER-631,ZOOKEEPER-742,blocks,Blocker,outward
ZOOKEEPER-740,ZOOKEEPER-631,is related to,Reference,inward
ZOOKEEPER-596,ZOOKEEPER-629,is depended upon by,dependent,inward
ZOOKEEPER-534,ZOOKEEPER-623,is depended upon by,dependent,inward
ZOOKEEPER-685,ZOOKEEPER-622,is related to,Reference,inward
ZOOKEEPER-618,ZOOKEEPER-619,is related to,Reference,inward
ZOOKEEPER-618,ZOOKEEPER-619,relates to,Reference,outward
ZOOKEEPER-601,ZOOKEEPER-617,is part of,Incorporates,inward
ZOOKEEPER-616,ZOOKEEPER-849,blocks,Blocker,outward
ZOOKEEPER-744,ZOOKEEPER-613,is related to,Reference,inward
ZOOKEEPER-607,ZOOKEEPER-507,relates to,Reference,outward
ZOOKEEPER-606,ZOOKEEPER-426,relates to,Reference,outward
ZOOKEEPER-604,ZOOKEEPER-295,relates to,Reference,outward
ZOOKEEPER-602,ZOOKEEPER-2029,relates to,Reference,outward
ZOOKEEPER-602,ZOOKEEPER-597,relates to,Reference,outward
ZOOKEEPER-602,ZOOKEEPER-1907,relates to,Reference,outward
ZOOKEEPER-601,ZOOKEEPER-617,incorporates,Incorporates,outward
ZOOKEEPER-601,ZOOKEEPER-595,incorporates,Incorporates,outward
ZOOKEEPER-599,ZOOKEEPER-506,incorporates,Incorporates,outward
ZOOKEEPER-602,ZOOKEEPER-597,is related to,Reference,inward
ZOOKEEPER-596,ZOOKEEPER-629,depends upon,dependent,outward
ZOOKEEPER-601,ZOOKEEPER-595,is part of,Incorporates,inward
ZOOKEEPER-593,ZOOKEEPER-587,relates to,Reference,outward
ZOOKEEPER-593,ZOOKEEPER-587,is related to,Reference,inward
ZOOKEEPER-674,ZOOKEEPER-586,is related to,Reference,inward
ZOOKEEPER-584,ZOOKEEPER-425,depends upon,dependent,outward
ZOOKEEPER-581,ZOOKEEPER-368,relates to,Reference,outward
ZOOKEEPER-577,ZOOKEEPER-372,depends upon,dependent,outward
ZOOKEEPER-1072,ZOOKEEPER-575,is depended upon by,dependent,inward
ZOOKEEPER-566,ZOOKEEPER-573,is part of,Incorporates,inward
ZOOKEEPER-572,ZOOKEEPER-573,is related to,Reference,inward
ZOOKEEPER-572,ZOOKEEPER-573,relates to,Reference,outward
ZOOKEEPER-572,ZOOKEEPER-2227,breaks,Regression,outward
ZOOKEEPER-569,ZOOKEEPER-653,blocks,Blocker,outward
ZOOKEEPER-3316,ZOOKEEPER-568,is related to,Reference,inward
ZOOKEEPER-567,ZOOKEEPER-555,relates to,Reference,outward
ZOOKEEPER-566,ZOOKEEPER-573,incorporates,Incorporates,outward
ZOOKEEPER-558,ZOOKEEPER-565,is part of,Incorporates,inward
ZOOKEEPER-558,ZOOKEEPER-564,is part of,Incorporates,inward
ZOOKEEPER-558,ZOOKEEPER-560,is part of,Incorporates,inward
ZOOKEEPER-558,ZOOKEEPER-560,incorporates,Incorporates,outward
ZOOKEEPER-558,ZOOKEEPER-564,incorporates,Incorporates,outward
ZOOKEEPER-558,ZOOKEEPER-565,incorporates,Incorporates,outward
ZOOKEEPER-567,ZOOKEEPER-555,is related to,Reference,inward
ZOOKEEPER-541,ZOOKEEPER-540,incorporates,Incorporates,outward
ZOOKEEPER-541,ZOOKEEPER-540,is part of,Incorporates,inward
ZOOKEEPER-537,ZOOKEEPER-224,blocks,Blocker,outward
ZOOKEEPER-95,ZOOKEEPER-537,is related to,Reference,inward
ZOOKEEPER-534,ZOOKEEPER-623,depends upon,dependent,outward
ZOOKEEPER-529,ZOOKEEPER-224,relates to,Reference,outward
ZOOKEEPER-517,ZOOKEEPER-801,relates to,Reference,outward
ZOOKEEPER-508,ZOOKEEPER-509,is part of,Incorporates,inward
ZOOKEEPER-483,ZOOKEEPER-509,is part of,Incorporates,inward
ZOOKEEPER-508,ZOOKEEPER-509,incorporates,Incorporates,outward
ZOOKEEPER-508,ZOOKEEPER-483,incorporates,Incorporates,outward
ZOOKEEPER-507,ZOOKEEPER-505,incorporates,Incorporates,outward
ZOOKEEPER-507,ZOOKEEPER-502,incorporates,Incorporates,outward
