assignee_code,assignee_id,skills,skill_scores
A-1107,b03f6bcc-a7f4-4e0d-bad8-8501252bbc3c,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,27;8;1;4;3;10;13;1;1;10
A-1109,e50bff16-b4de-47f5-8734-32eb4ac50bb9,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,24;9;3;16;7;3;27;1;4
A-1119,bd9f8c15-388c-4556-8f43-24974917358f,Bug fixing / Maintenance;Testing & Verification,3;5
A-1120,825f1958-b24b-4e45-a419-8d92b55835a2,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,41;2;2;4;8;4;1;7
A-1121,e999a487-9fcd-49ca-a927-5237b9edb5b8,Bug fixing / Maintenance;Documentation,4;1
A-1125,1f961f57-31c8-4b69-925e-fc3cacdbbf3b,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,70;6;4;7;17;13;1;1;14
A-1128,114c6c67-c49b-4215-8604-1cf9acbbe430,Bug fixing / Maintenance;Design & API Evolution;Feature / Improvement Implementation;Testing & Verification,11;1;2;1
A-1134,810a1f42-c347-4592-8497-ade18f613058,Bug fixing / Maintenance;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,43;1;2;12;2;2;5
A-1135,56c2059d-0863-460f-9b1b-1a3f49240a95,Bug fixing / Maintenance;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,7;2;10;8;10;2;1
A-1138,cdcabedc-cd0a-4f11-bb10-25c9fa42e92f,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,16;3;5;3;30;6;2;5;14
A-1141,4e2d851e-dc64-4fd9-9fc2-6ccebdb2974b,Bug fixing / Maintenance;Feature / Improvement Implementation,4;2
A-1142,dc87d659-a4ff-44bc-b3e8-fcc947bebe5b,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,313;34;6;9;14;155;21;28;2;22
A-1144,3d42e532-fbb2-474c-9a4c-6102f006d413,Bug fixing / Maintenance;Build & Release Engineering;Feature / Improvement Implementation;Performance Optimization,11;3;15;3
A-1145,a9571c57-2d53-4169-a56f-b3070e419721,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,24;1;1;5;3;1;9
A-1147,085529a1-02cc-4e0d-a68d-5f9c355ade4c,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Documentation;Feature / Improvement Implementation;Other;Performance Optimization,10;2;1;1;10;8;1
A-1149,1c21988b-3629-4aec-969a-77fea59bbd23,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Feature / Improvement Implementation;Other;Testing & Verification,20;4;1;1;7;1
A-1153,85776318-8e05-4499-a1cd-34944960bdde,Bug fixing / Maintenance;Build & Release Engineering;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,1;1;5;4;1;2
A-1156,30b2c2f5-3216-4341-b0d7-02902c4e9681,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,22;1;1;8;11;4;1;2;5
A-1157,e1208df7-4d87-4bda-9b1d-11f465524afb,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,38;9;1;4;5;36;19;7;3;10
A-1160,2883ba60-ade1-4833-8668-ab178e07d00e,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Documentation;Feature / Improvement Implementation;Other;Testing & Verification,8;1;1;1;3;1;4
A-1163,454f8017-e368-40e1-88cb-4ee1e420067e,Bug fixing / Maintenance;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,35;2;13;5;3;1;3
A-1164,ab4bb702-7ada-45f6-aa1a-4972eb7ca4f2,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,369;109;17;61;31;189;192;10;95;122
A-1166,2f04e6f9-a177-4173-b619-e598c31b032e,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Documentation;Feature / Improvement Implementation;Testing & Verification,15;4;1;10;5;4
A-1167,a0e5a4e1-2470-4a58-8b61-7006edccb486,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,53;7;9;16;25;11;1;7;3
A-1176,32ac4834-5228-4836-a3ba-2ec41b4552ac,Bug fixing / Maintenance;Documentation;Feature / Improvement Implementation,3;1;1
A-1179,7de0964e-70e5-4573-86ee-bf603b2d5d44,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,55;10;3;7;9;25;33;1;7;29
A-118,988fa4d3-f9c1-4c8f-8131-2c7f51e7da16,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,30;6;1;2;1;18;8;1;2
A-1181,504585f6-666c-4091-8513-e463c8dcf0df,Project / General Task,4
A-1184,2b64e5f9-b57b-4e90-b52f-35b443107309,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,40;1;1;1;4;11;10;1;10
A-1185,1901b7a5-887e-42db-b822-6ca6e73fb2cf,Bug fixing / Maintenance;Documentation;Feature / Improvement Implementation,2;1;3
A-1188,7be8de3a-3496-46ca-b2f1-b69975298805,Bug fixing / Maintenance;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,6;4;1;1;1;1
A-1189,c7ce8421-d64e-4738-9369-f6c9251d8268,Bug fixing / Maintenance;Feature / Improvement Implementation;Testing & Verification,11;1;1
A-119,35974b75-bb49-4ad4-b57a-a4b03baecaa0,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,119;47;12;15;33;2;1;28;77
A-1191,7720ffc3-0e16-4303-9580-5f41c468a2ea,Bug fixing / Maintenance;Feature / Improvement Implementation,3;5
A-1193,b7e16d27-dbae-4129-9aff-ee6ba8bce38a,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,35;3;2;1;16;9;15;1;14
A-1194,20398d9c-5efe-4d31-84b4-a83dfca2a332,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Testing & Verification,27;1;3;3;1;1;32
A-1195,a9699763-9e67-4daa-9632-05a923bdd905,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Performance Optimization;Project / General Task;Testing & Verification,16;2;2;6;12;1;1;4
A-1197,44830db5-9d2c-4f27-845d-b7c085c9532c,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,99;6;4;46;11;15;80;4;2;26
A-1198,f706f894-f0ca-4d2a-90f7-a7ec545e9ad1,Build & Release Engineering;Design & API Evolution;Feature / Improvement Implementation;Other;Performance Optimization,3;5;3;9;2
A-1204,5c432422-a797-4ea2-87b8-f45a3912f1e0,Bug fixing / Maintenance;Design & API Evolution;Documentation;Feature / Improvement Implementation;Testing & Verification,12;2;4;12;1
A-1206,ecc605ce-cd9b-4eb8-9ab6-89cabe723d6a,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Other,11;3;2;4
A-1208,069434d2-6f45-4754-83d6-b93b5536ee8a,Bug fixing / Maintenance;Documentation;Testing & Verification,17;1;1
A-1210,ef176f41-9bbe-4bf1-81e1-62d4fa57f568,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,200;14;1;12;33;45;31;2;35
A-1211,1adaa4b6-02aa-426d-a01a-a29c62ae0f40,Bug fixing / Maintenance;Design & API Evolution;Documentation;Feature / Improvement Implementation,14;1;1;5
A-1212,f5e6cd93-927d-430f-971e-daa089d84de5,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Project / General Task,14;1;2;1;2;2
A-1214,7898251a-82ba-4894-bed4-71e161b7a16b,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Testing & Verification,23;5;1;3;2;21;3
A-1215,163a9dbb-435f-4a74-bbb8-bfd93d026c19,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,12;1;3;4;5;16;5;1;4
A-1216,7e620902-b31c-4d3a-aa45-6ee38a37f367,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,390;22;6;17;29;20;80;1;13;88
A-1217,a0f3a1f8-bcd9-4867-a0a3-0bd53a5f59d9,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,59;5;3;7;5;39;22;3;28
A-1218,7ce5c9a6-85fe-4432-a56d-42c3bd67ff07,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,68;2;3;1;19;8;2;10
A-1221,6a756939-0418-4361-86b3-fee8703cacf6,Bug fixing / Maintenance;Build & Release Engineering;Documentation,3;1;2
A-1223,29395c05-20e8-4ae2-83cf-74a1230def41,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,35;1;2;11;4;17;26;7;1;10
A-1225,d8645834-27e6-4623-882c-22f7c9bf78fc,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,33;4;14;2;6;27;1;5
A-1228,049c4be0-9eef-4988-b545-8cee5f69a9bf,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,141;17;1;15;17;55;13;7;1;19
A-1232,78ed6d74-1e88-451e-8ab2-545c34a571b8,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,36;10;1;1;2;5;42;2;5
A-1237,e09b8592-ddbb-4eae-a0df-58e9488f6202,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,132;16;6;21;33;102;22;8;1;22
A-1238,188909a3-d256-4edc-8b34-0d40eb4287c1,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,313;17;1;11;5;70;32;8;6;19
A-1239,1a9740e0-f2ad-40bd-a37c-0822c081c971,Bug fixing / Maintenance;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,28;4;1;7;4;1;1
A-1242,a94f20d6-93ce-4c3b-9ce0-e113c84ff13d,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Testing & Verification,29;2;1;3;6;1
A-1248,d17b38c6-27d3-4c5f-9eb1-54d8c176d90d,Bug fixing / Maintenance;Performance Optimization;Testing & Verification,20;1;22
A-1250,4758e079-e1f2-4455-846a-f4c07c747b9e,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Testing & Verification,42;2;1;3;11;3;20
A-1251,114f4377-e1b3-47a3-8b33-457516ff9863,Design & API Evolution;Feature / Improvement Implementation;Performance Optimization,1;2;1
A-1252,b75ec1b2-59e1-4bbf-ba41-1360240231e4,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,28;2;2;8;27;1;2;4;7
A-1253,43ef68e1-914c-4db8-8ed7-380fc8a61f97,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Feature / Improvement Implementation;Other,14;1;1;8;2
A-1257,10154a36-bd19-41f8-87b9-b92f10cb7fce,Bug fixing / Maintenance;Feature / Improvement Implementation,7;3
A-1258,61e50d94-ba68-404a-b523-09c2e5298bef,Bug fixing / Maintenance;Code Refactoring & Cleanup;Design & API Evolution;Feature / Improvement Implementation;Performance Optimization;Testing & Verification,10;1;2;3;2;6
A-1259,59a10777-a168-42be-af0b-ac606a205144,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,86;6;1;8;6;38;22;1;32
A-1260,c1d27c61-f323-4973-abdc-fba15e61b899,Bug fixing / Maintenance;Build & Release Engineering;Feature / Improvement Implementation;Other;Testing & Verification,7;1;4;1;1
A-1261,40fae544-adf7-4e4a-8ecc-2a96c5df90f8,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,24;2;1;10;13;5;2;7
A-1263,99800b62-ab66-4485-8c0f-95db4082b970,Bug fixing / Maintenance;Documentation;Feature / Improvement Implementation,4;1;1
A-1268,4c34bb5c-a73b-43d4-bef7-0fab283b536a,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,158;36;3;7;6;47;5;5;38
A-1269,48625227-3680-457e-abb6-bb8ef4849386,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,67;17;4;28;10;55;86;3;21
A-1270,01234a35-f68e-4f05-b52a-3db72c305aa4,Bug fixing / Maintenance;Design & API Evolution;Feature / Improvement Implementation;Performance Optimization;Testing & Verification,25;1;20;1;2
A-1272,f6b7cbdc-5141-469c-9223-2248c0933b4d,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,58;3;2;4;2;2;34;3;8
A-1273,8be8d3e1-6431-48c0-9cee-63786d05a5a5,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,293;59;4;42;56;89;62;17;100
A-1274,3bda49bb-71ed-4332-aa04-44bf71434aad,Bug fixing / Maintenance;Build & Release Engineering;Feature / Improvement Implementation;Testing & Verification,9;3;7;2
A-1275,96694a1e-85aa-424a-8ef8-6508c0519af4,Bug fixing / Maintenance,2
A-1277,e6ae67de-51cf-4f64-893f-33c1270ffe92,Bug fixing / Maintenance;Feature / Improvement Implementation,2;2
A-1278,54f26834-4b48-44a6-a555-049c74b098d2,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Feature / Improvement Implementation;Performance Optimization;Testing & Verification,34;1;2;10;1;3
A-1279,f992dba0-03b7-46b3-908b-d08703b90c33,Bug fixing / Maintenance;Feature / Improvement Implementation;Testing & Verification,3;1;14
A-1280,34a388c3-da54-4fb0-8f0f-2e6efb075e70,Bug fixing / Maintenance;Build & Release Engineering;Feature / Improvement Implementation;Testing & Verification,20;1;3;7
A-1281,e0330e47-45fc-4dad-97e3-a6af46a107cd,Bug fixing / Maintenance;Build & Release Engineering;Documentation;Testing & Verification,3;1;1;1
A-1282,a702c5db-d932-41aa-ae3f-9aa04467b186,Bug fixing / Maintenance;Documentation;Feature / Improvement Implementation;Performance Optimization;Testing & Verification,16;3;15;1;1
A-1283,68b53904-c299-491b-9f77-a3ffab019c9a,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,138;5;2;1;14;6;3;18
A-1284,de5e0139-5f14-486a-8a6a-63dc7b592ae8,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,272;29;8;31;16;55;76;3;25;47
A-1286,781ef231-b529-42bb-ad0d-0a282d77b0b6,Bug fixing / Maintenance;Documentation;Feature / Improvement Implementation,2;1;1
A-1287,d7a634f0-741a-4493-8a32-db928294a1a6,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,162;3;1;10;8;14;1;2;32
A-1291,8cb27a3a-976f-48bd-a300-f593ba19d9f9,Testing & Verification,19
A-1294,ec931ce4-bb12-4b2d-9de2-ab3d0da633a7,Bug fixing / Maintenance;Build & Release Engineering;Documentation;Feature / Improvement Implementation,9;2;1;2
A-1295,ffe1730f-7027-4b49-a6e9-ad6f5dd3cf74,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Performance Optimization;Testing & Verification,10;1;3;4;1;18;3;8
